headline_text,label,tokenized_sents,developed_exists,developing_exists,cat
us start installing post war iraq administration,-1,"{'start', 'us', 'administration', 'war', 'iraq', 'post', 'installing'}",1,1,developed/developing
us troops kurds advance mosul kirkuk,0,"{'us', 'kurds', 'advance', 'mosul', 'kirkuk', 'troops'}",1,0,developed
us warns possible terror strikes uzbekistan,-1,"{'warns', 'uzbekistan', 'us', 'strikes', 'terror', 'possible'}",1,1,developed/developing
vogts relishing germany clash hampden,1,"{'vogts', 'hampden', 'relishing', 'germany', 'clash'}",1,0,developed
webber lifts jaguar new heights brazil,0,"{'jaguar', 'lifts', 'heights', 'brazil', 'new', 'webber'}",0,1,developing
woodbridge arthurs guide australia semis,0,"{'semis', 'woodbridge', 'australia', 'guide', 'arthurs'}",1,0,developed
australia likely help iraq rebuild rural,1,"{'likely', 'australia', 'help', 'rebuild', 'iraq', 'rural'}",1,1,developed/developing
bangladesh boat tragedy toll hits 72,-1,"{'tragedy', 'bangladesh', '72', 'boat', 'toll', 'hits'}",0,1,developing
british troops basra stay hoon,0,"{'british', 'stay', 'troops', 'hoon', 'basra'}",1,0,developed
bush blair meet discuss post war iraq,-1,"{'blair', 'bush', 'discuss', 'meet', 'war', 'iraq', 'post'}",0,1,developing
deportivo move second spain,0,"{'spain', 'deportivo', 'move', 'second'}",1,0,developed
eu cries fowl aust chicken import laws,-1,"{'chicken', 'import', 'cries', 'eu', 'aust', 'fowl', 'laws'}",1,0,developed
explosions baghdad palace held us forces,0,"{'us', 'palace', 'baghdad', 'held', 'forces', 'explosions'}",1,0,developed
federal report calls soccer australia board,0,"{'soccer', 'report', 'federal', 'australia', 'calls', 'board'}",1,0,developed
four us troops killed baghdad attacks,-1,"{'us', 'four', 'attacks', 'killed', 'baghdad', 'troops'}",1,0,developed
france russia dumped davis cup,-1,"{'cup', 'dumped', 'russia', 'france', 'davis'}",1,0,developed
friendly fire plagues us britain iraq war,-1,"{'fire', 'us', 'plagues', 'friendly', 'war', 'iraq', 'britain'}",1,1,developed/developing
government recommends australia soccer chiefs,1,"{'chiefs', 'soccer', 'government', 'australia', 'recommends'}",1,0,developed
iraq says hitting us forces artillery,0,"{'hitting', 'says', 'us', 'artillery', 'iraq', 'forces'}",1,1,developed/developing
loar wins thailand open five strokes,1,"{'five', 'wins', 'strokes', 'thailand', 'loar', 'open'}",0,1,developing
opposition fighters airlifted southern iraq,0,"{'opposition', 'southern', 'airlifted', 'fighters', 'iraq'}",0,1,developing
phelps leads us duel pool win,1,"{'leads', 'us', 'phelps', 'win', 'duel', 'pool'}",1,0,developed
sangakkara fashions sri lankan revenge kenya,-1,"{'sangakkara', 'fashions', 'revenge', 'sri', 'kenya', 'lankan'}",0,1,developing
sarwan gayle first australia test clash,0,"{'first', 'test', 'sarwan', 'australia', 'gayle', 'clash'}",1,0,developed
sas stay iraq clean,1,"{'iraq', 'sas', 'stay', 'clean'}",0,1,developing
soccer australia board pressure quit,-1,"{'pressure', 'quit', 'soccer', 'australia', 'board'}",1,0,developed
tourism head wants us market targeted,0,"{'market', 'head', 'tourism', 'us', 'targeted', 'wants'}",1,0,developed
two us soldiers two journalists killed rocket,-1,"{'journalists', 'two', 'us', 'soldiers', 'killed', 'rocket'}",1,0,developed
us aiming take several baghdad targets uk,0,"{'uk', 'us', 'aiming', 'several', 'baghdad', 'targets', 'take'}",1,0,developed
us bombers target saddam result unknown,0,"{'target', 'unknown', 'us', 'bombers', 'saddam', 'result'}",1,0,developed
us confident finding banned weapons,-1,"{'us', 'weapons', 'banned', 'finding', 'confident'}",1,0,developed
us forces attacking central baghdad,-1,"{'us', 'central', 'baghdad', 'forces', 'attacking'}",1,0,developed
us forces deep inside baghdad palace witness,0,"{'witness', 'us', 'palace', 'deep', 'baghdad', 'inside', 'forces'}",1,0,developed
us forces deliberately attacked convoy russian,-1,"{'attacked', 'us', 'convoy', 'russian', 'forces', 'deliberately'}",1,0,developed
us journalist embedded troops dies near,0,"{'journalist', 'us', 'dies', 'embedded', 'troops', 'near'}",1,0,developed
us marines cross two key bridges near baghdad,0,"{'two', 'us', 'key', 'bridges', 'cross', 'baghdad', 'near', 'marines'}",1,0,developed
us marines iraq discard chemical suits,-1,"{'discard', 'suits', 'us', 'chemical', 'iraq', 'marines'}",1,1,developed/developing
us marines inside saddams palace fighting,-1,"{'fighting', 'us', 'palace', 'saddams', 'inside', 'marines'}",1,0,developed
us may iraq long haul iraqi opposition,0,"{'long', 'opposition', 'haul', 'us', 'may', 'iraqi', 'iraq'}",1,1,developed/developing
us may found wmd site military,0,"{'wmd', 'site', 'found', 'us', 'may', 'military'}",1,0,developed
us says baghdad attack raid battles ahead,-1,"{'raid', 'ahead', 'says', 'battles', 'us', 'attack', 'baghdad'}",1,0,developed
us says iraq burning bridges,0,"{'says', 'us', 'bridges', 'iraq', 'burning'}",1,1,developed/developing
us seizes three presidential palaces,0,"{'three', 'presidential', 'us', 'palaces', 'seizes'}",1,0,developed
us units attack palace fighting rages heart,-1,"{'us', 'attack', 'rages', 'palace', 'heart', 'fighting', 'units'}",1,0,developed
vasco win 10 goal thriller brazil edmundos,1,"{'vasco', '10', 'edmundos', 'goal', 'win', 'brazil', 'thriller'}",0,1,developing
another cameraman dies us attack press,-1,"{'another', 'press', 'us', 'attack', 'dies', 'cameraman'}",1,0,developed
australia leads clare higson trophy golf tournament,0,"{'trophy', 'clare', 'leads', 'higson', 'golf', 'australia', 'tournament'}",1,0,developed
australia survives scare guyana,-1,"{'australia', 'survives', 'guyana', 'scare'}",1,1,developed/developing
australia large role iraq,-1,"{'australia', 'large', 'iraq', 'role'}",1,1,developed/developing
baghdads rashid military airfield us hands,0,"{'us', 'hands', 'military', 'airfield', 'baghdads', 'rashid'}",1,0,developed
british trio convicted millionaire cheat plot,-1,"{'convicted', 'plot', 'cheat', 'british', 'millionaire', 'trio'}",1,0,developed
cameramen killed us attacks press hotel,-1,"{'cameramen', 'press', 'hotel', 'us', 'attacks', 'killed'}",1,0,developed
coalition commander visits iraq,0,"{'coalition', 'commander', 'iraq', 'visits'}",0,1,developing
explosions baghdad palace held us forces,0,"{'us', 'palace', 'baghdad', 'held', 'forces', 'explosions'}",1,0,developed
govt going soft nauru passports labor,0,"{'labor', 'soft', 'passports', 'nauru', 'going', 'govt'}",0,1,developing
govt upgrades tanzania travel warning,-1,"{'upgrades', 'travel', 'warning', 'tanzania', 'govt'}",0,1,developing
iraq battlefield changing tack pentagon,-1,"{'pentagon', 'changing', 'tack', 'battlefield', 'iraq'}",0,1,developing
iraq vows surrender,-1,"{'iraq', 'vows', 'surrender'}",0,1,developing
mustard gas false alarm us,-1,"{'us', 'false', 'alarm', 'mustard', 'gas'}",1,0,developed
mustard gas likely near najaf us,0,"{'likely', 'us', 'mustard', 'gas', 'near', 'najaf'}",1,0,developed
mystery virus kills 10 children vietnam,-1,"{'kills', '10', 'vietnam', 'mystery', 'children', 'virus'}",0,1,developing
n korean economy already collapsed former us,-1,"{'economy', 'already', 'us', 'former', 'korean', 'collapsed', 'n'}",1,0,developed
word saddams fate us bombing,-1,"{'fate', 'word', 'us', 'bombing', 'saddams'}",1,0,developed
order quickly restored basra uk,1,"{'quickly', 'uk', 'restored', 'order', 'basra'}",1,0,developed
penelope cruz sues aust mag defamation,0,"{'penelope', 'cruz', 'mag', 'aust', 'defamation', 'sues'}",1,0,developed
pentagon reports 89 us personnel killed,-1,"{'reports', 'pentagon', 'us', 'killed', 'personnel', '89'}",1,0,developed
preliminary tests show chemical agents iraq site,0,"{'show', 'tests', 'site', 'preliminary', 'agents', 'chemical', 'iraq'}",0,1,developing
press group slams us attack journalists baghdad,-1,"{'press', 'journalists', 'us', 'attack', 'baghdad', 'group', 'slams'}",1,0,developed
reporter says us tank aimed iraq media hotel,0,"{'says', 'hotel', 'us', 'tank', 'media', 'reporter', 'iraq', 'aimed'}",1,1,developed/developing
sars stopped treated china,-1,"{'china', 'stopped', 'treated', 'sars'}",1,0,developed
sars fear forces everton call china tour,-1,"{'everton', 'call', 'tour', 'fear', 'forces', 'china', 'sars'}",1,0,developed
sars forces singapore airlines defer new,-1,"{'airlines', 'defer', 'singapore', 'forces', 'new', 'sars'}",1,0,developed
sas troops stop russian convoy iraq,-1,"{'sas', 'convoy', 'russian', 'stop', 'iraq', 'troops'}",0,1,developing
korea opens talks us troops,0,"{'korea', 'us', 'opens', 'talks', 'troops'}",1,0,developed
us denies deliberately targeting al jazeera,-1,"{'al', 'us', 'denies', 'targeting', 'jazeera', 'deliberately'}",1,0,developed
us forces entering baghdad north,0,"{'entering', 'north', 'us', 'baghdad', 'forces'}",1,0,developed
us plane goes iraq pilot safe us,1,"{'pilot', 'us', 'plane', 'safe', 'iraq', 'goes'}",1,1,developed/developing
us says may never know iraqi leaders hit,0,"{'says', 'hit', 'us', 'may', 'know', 'iraqi', 'leaders', 'never'}",1,0,developed
us targets key sites baghdad,0,"{'sites', 'us', 'key', 'baghdad', 'targets'}",1,0,developed
zimbabwe stun sri lanka enter sharjah cup final,0,"{'cup', 'stun', 'enter', 'zimbabwe', 'sharjah', 'sri', 'final', 'lanka'}",0,1,developing
blair warns iraq war yet,-1,"{'yet', 'blair', 'warns', 'war', 'iraq'}",0,1,developing
congressman calls creation us peace,1,"{'peace', 'us', 'congressman', 'creation', 'calls'}",1,0,developed
eastern baghdad us control official,0,"{'eastern', 'us', 'official', 'baghdad', 'control'}",1,0,developed
fed govt must outline post iraq stance labor,0,"{'fed', 'stance', 'iraq', 'must', 'labor', 'post', 'outline', 'govt'}",0,1,developing
france britain meet mend fences iraq,0,"{'mend', 'meet', 'fences', 'france', 'iraq', 'britain'}",1,1,developed/developing
iraq developments steer ords,0,"{'iraq', 'developments', 'ords', 'steer'}",0,1,developing
iraq reconstruction australias interest pm,1,"{'reconstruction', 'australias', 'interest', 'pm', 'iraq'}",0,1,developing
nauru detention camps may extended downer,-1,"{'extended', 'detention', 'may', 'downer', 'camps', 'nauru'}",0,1,developing
officials attend post war iraq reconstruction,-1,"{'reconstruction', 'war', 'officials', 'iraq', 'post', 'attend'}",0,1,developing
pakistan thrash kenya sharjah cup,0,"{'cup', 'thrash', 'sharjah', 'pakistan', 'kenya'}",0,1,developing
sars forces singapore churches halt confessions,0,"{'forces', 'singapore', 'confessions', 'churches', 'halt', 'sars'}",1,0,developed
soccer australia board discusses damning report,-1,"{'soccer', 'report', 'australia', 'discusses', 'board', 'damning'}",1,0,developed
soccer australia board discuss damning report,-1,"{'soccer', 'discuss', 'australia', 'report', 'board', 'damning'}",1,0,developed
us base move seoul officials,0,"{'us', 'move', 'officials', 'base', 'seoul'}",1,0,developed
us forces relocate central seoul,0,"{'relocate', 'us', 'central', 'seoul', 'forces'}",1,0,developed
us holding 7000 iraqi pows,0,"{'us', 'pows', 'iraqi', 'holding', '7000'}",1,0,developed
us kurds capture mountain close mosul,0,"{'us', 'kurds', 'mountain', 'mosul', 'capture', 'close'}",1,0,developed
us marines advance unopposed ne baghdad,0,"{'us', 'advance', 'baghdad', 'unopposed', 'marines', 'ne'}",1,0,developed
us planes strike tikrit report,0,"{'us', 'planes', 'report', 'strike', 'tikrit'}",1,0,developed
us strike eagle crew missing,-1,"{'eagle', 'crew', 'us', 'missing', 'strike'}",1,0,developed
us tanks reach central baghdad,0,"{'reach', 'us', 'tanks', 'central', 'baghdad'}",1,0,developed
us troops deployed philippines rebel,0,"{'us', 'deployed', 'rebel', 'troops', 'philippines'}",1,1,developed/developing
western rocket fired iraq killed child iran,-1,"{'fired', 'western', 'iran', 'killed', 'child', 'iraq', 'rocket'}",0,1,developing
present sars report china,0,"{'china', 'sars', 'present', 'report'}",1,0,developed
aston villa pull china trip asia cup,0,"{'cup', 'asia', 'villa', 'aston', 'trip', 'china', 'pull'}",1,0,developed
australian pilots scale attacks iraq,-1,"{'australian', 'pilots', 'attacks', 'iraq', 'scale'}",0,1,developing
aust join post war iraq authority,-1,"{'authority', 'join', 'aust', 'war', 'iraq', 'post'}",1,1,developed/developing
blair postpones key northern ireland visit,-1,"{'blair', 'postpones', 'key', 'northern', 'ireland', 'visit'}",1,0,developed
brazil appeal roberto carlos ban,-1,"{'carlos', 'appeal', 'brazil', 'ban', 'roberto'}",0,1,developing
british court clears way designer baby,0,"{'designer', 'court', 'way', 'clears', 'british', 'baby'}",1,0,developed
four die jordan valley gunfight,-1,"{'die', 'valley', 'four', 'gunfight', 'jordan'}",0,1,developing
france claims edge euro us space race,0,"{'race', 'space', 'claims', 'us', 'euro', 'edge', 'france'}",1,0,developed
ganguly confident india turns new faces,1,"{'india', 'ganguly', 'turns', 'faces', 'confident', 'new'}",0,1,developing
history points pakistan sharjah final,0,"{'sharjah', 'pakistan', 'final', 'points', 'history'}",0,1,developing
imf predicts slowdown aust economy,0,"{'economy', 'slowdown', 'imf', 'predicts', 'aust'}",1,0,developed
kurdish us forces enter kirkuk,0,"{'us', 'kurdish', 'enter', 'kirkuk', 'forces'}",1,0,developed
compensation afghan bomb victims us military,-1,"{'us', 'victims', 'bomb', 'military', 'afghan', 'compensation'}",1,0,developed
nz corporate raider scuttles aust workers,0,"{'corporate', 'scuttles', 'workers', 'nz', 'aust', 'raider'}",1,0,developed
qantas air nz push ahead alliance,0,"{'push', 'ahead', 'alliance', 'air', 'nz', 'qantas'}",1,0,developed
santos still without win brazil championship,0,"{'santos', 'still', 'without', 'brazil', 'championship', 'win'}",0,1,developing
sars deaths continue china hk,0,"{'deaths', 'hk', 'continue', 'china', 'sars'}",1,0,developed
student protests across australia,-1,"{'australia', 'across', 'protests', 'student'}",1,0,developed
travel alert turkey lead anzac day,1,"{'turkey', 'travel', 'anzac', 'day', 'alert', 'lead'}",0,1,developing
turkey watching kirkuk situation gul,0,"{'turkey', 'situation', 'watching', 'kirkuk', 'gul'}",0,1,developing
unemployment falls south australia,-1,"{'falls', 'australia', 'south', 'unemployment'}",1,0,developed
us avoids victory dance fall baghdad,0,"{'us', 'dance', 'victory', 'baghdad', 'fall', 'avoids'}",1,0,developed
us substantial forces tikrit area,0,"{'us', 'substantial', 'area', 'forces', 'tikrit'}",1,0,developed
us kurdish forces kirkuk popular uprising,1,"{'popular', 'us', 'kurdish', 'kirkuk', 'uprising', 'forces'}",1,0,developed
us military says iraq battles come,-1,"{'come', 'says', 'battles', 'us', 'military', 'iraq'}",1,1,developed/developing
us tanks head mosul air strikes reported,-1,"{'head', 'us', 'reported', 'tanks', 'strikes', 'mosul', 'air'}",1,0,developed
watchdogs savage qantas air nz deal,-1,"{'savage', 'deal', 'air', 'nz', 'qantas', 'watchdogs'}",1,0,developed
austs role iraq captured film,0,"{'film', 'captured', 'iraq', 'role', 'austs'}",0,1,developing
britain begins scaling back gulf forces,0,"{'back', 'scaling', 'begins', 'gulf', 'forces', 'britain'}",1,0,developed
democrats urge iraq peacekeeping mission,1,"{'urge', 'mission', 'democrats', 'iraq', 'peacekeeping'}",0,1,developing
five us officers injured iraq suicide attack,-1,"{'five', 'us', 'attack', 'suicide', 'injured', 'iraq', 'officers'}",1,1,developed/developing
franks says iraq rulers dead fleeing,-1,"{'fleeing', 'says', 'franks', 'dead', 'iraq', 'rulers'}",0,1,developing
gayle eligibile selection australia series,0,"{'selection', 'eligibile', 'australia', 'series', 'gayle'}",1,0,developed
gronholm early nz rally lead,0,"{'rally', 'gronholm', 'nz', 'early', 'lead'}",1,0,developed
indonesia warns military solution aceh,1,"{'aceh', 'indonesia', 'warns', 'solution', 'military'}",0,1,developing
mosul kirkuk fallen us military,-1,"{'us', 'mosul', 'kirkuk', 'military', 'fallen'}",1,0,developed
putin arrives iraq summit,0,"{'arrives', 'putin', 'iraq', 'summit'}",0,1,developing
six die japan fireworks factory explosion,-1,"{'die', 'japan', 'fireworks', 'factory', 'explosion', 'six'}",1,0,developed
turkey send observers nth iraq,0,"{'turkey', 'nth', 'send', 'iraq', 'observers'}",0,1,developing
us marines kill two children checkpoint error,-1,"{'two', 'us', 'error', 'kill', 'checkpoint', 'marines', 'children'}",1,0,developed
ancient cannibalism may protect us mad cow,0,"{'mad', 'us', 'may', 'ancient', 'cow', 'protect', 'cannibalism'}",1,0,developed
australia front ponting langer hit tons,0,"{'hit', 'tons', 'australia', 'langer', 'ponting', 'front'}",1,0,developed
australia sending medical supplies baghdad,0,"{'sending', 'medical', 'supplies', 'australia', 'baghdad'}",1,0,developed
australia takes healthy lead first test,1,"{'first', 'takes', 'healthy', 'test', 'australia', 'lead'}",1,0,developed
aust sends urgent medical aid iraq,1,"{'urgent', 'sends', 'medical', 'aust', 'aid', 'iraq'}",1,1,developed/developing
british activist shot gaza strip attack,-1,"{'attack', 'activist', 'gaza', 'british', 'shot', 'strip'}",1,0,developed
british forces seek restore order basra,1,"{'seek', 'restore', 'british', 'forces', 'order', 'basra'}",1,0,developed
british kill bankrobbers basra,-1,"{'bankrobbers', 'british', 'kill', 'basra'}",1,0,developed
british man wounded israeli tank fire,-1,"{'israeli', 'man', 'fire', 'tank', 'british', 'wounded'}",1,0,developed
bush warns syria keep borders closed,0,"{'warns', 'bush', 'syria', 'closed', 'borders', 'keep'}",0,1,developing
cuba executes three ferry hijackers,0,"{'three', 'ferry', 'cuba', 'executes', 'hijackers'}",0,1,developing
eu issue dominates malta election,0,"{'malta', 'eu', 'issue', 'dominates', 'election'}",1,0,developed
garner defends us troops civil order efforts,0,"{'defends', 'civil', 'garner', 'us', 'troops', 'order', 'efforts'}",1,0,developed
iraqis respond us call help,1,"{'us', 'iraqis', 'call', 'help', 'respond'}",1,0,developed
israeli fire critically wounds british activist,-1,"{'critically', 'israeli', 'fire', 'activist', 'british', 'wounds'}",1,0,developed
italy threatens world cup boycott,-1,"{'cup', 'boycott', 'threatens', 'italy', 'world'}",1,0,developed
kurdish troops withdraw kirkuk us forces,0,"{'us', 'kurdish', 'withdraw', 'kirkuk', 'forces', 'troops'}",1,0,developed
law order continues downward spiral iraq,0,"{'law', 'downward', 'iraq', 'spiral', 'continues', 'order'}",0,1,developing
marines patrol lawless baghdad us secures,1,"{'lawless', 'secures', 'us', 'baghdad', 'patrol', 'marines'}",1,0,developed
jobs risk singapore airlines tightens,-1,"{'jobs', 'airlines', 'singapore', 'tightens', 'risk'}",1,0,developed
nel flies home australia drink driving,0,"{'flies', 'drink', 'australia', 'home', 'driving', 'nel'}",1,0,developed
perth minister leave iraq,0,"{'iraq', 'minister', 'leave', 'perth'}",0,1,developing
proposal make access aust nz easier,1,"{'proposal', 'access', 'easier', 'nz', 'aust', 'make'}",1,0,developed
pyongyang promises nuclear talks us changes,1,"{'nuclear', 'promises', 'us', 'pyongyang', 'talks', 'changes'}",1,0,developed
rescued us pow jessica lynch returns us,1,"{'rescued', 'us', 'jessica', 'returns', 'pow', 'lynch'}",1,0,developed
russia germany france urge un post war role,-1,"{'urge', 'russia', 'germany', 'france', 'war', 'role', 'post', 'un'}",1,0,developed
singapore airlines forced cut jobs services,-1,"{'services', 'jobs', 'airlines', 'forced', 'singapore', 'cut'}",1,0,developed
sniper fire greets us forces mosul,-1,"{'greets', 'fire', 'us', 'sniper', 'mosul', 'forces'}",1,0,developed
turkey monitors military developments northern,0,"{'turkey', 'developments', 'northern', 'monitors', 'military'}",0,1,developing
two dead inner mongolia sars spreads,-1,"{'two', 'mongolia', 'spreads', 'inner', 'dead', 'sars'}",0,1,developing
two injured quake shakes northern italy,-1,"{'two', 'northern', 'italy', 'quake', 'injured', 'shakes'}",1,0,developed
uk forces kill five looters basra bank,-1,"{'uk', 'five', 'kill', 'bank', 'forces', 'looters', 'basra'}",1,0,developed
urgent food appeal ethiopia,1,"{'ethiopia', 'food', 'urgent', 'appeal'}",0,1,developing
us deals iraqi hit list,0,"{'hit', 'deals', 'us', 'list', 'iraqi'}",1,0,developed
us delegation meet iraqi opposition boucher,0,"{'delegation', 'opposition', 'us', 'iraqi', 'meet', 'boucher'}",1,0,developed
us opts anti china resolution un meeting,-1,"{'anti', 'resolution', 'meeting', 'us', 'opts', 'china', 'un'}",1,0,developed
us plans security stop looting across iraq,0,"{'plans', 'us', 'stop', 'iraq', 'across', 'security', 'looting'}",1,1,developed/developing
us investigate killing journalists iraq,-1,"{'journalists', 'killing', 'us', 'investigate', 'iraq'}",1,1,developed/developing
us meet iraqi opposition,0,"{'meet', 'us', 'opposition', 'iraqi'}",1,0,developed
6 us soldiers rescued report,1,"{'rescued', 'us', 'report', 'soldiers', '6'}",1,0,developed
aust pursues free trade deal uae,1,"{'free', 'trade', 'uae', 'deal', 'aust', 'pursues'}",1,0,developed
british troops give search prisoners,-1,"{'british', 'prisoners', 'give', 'troops', 'search'}",1,0,developed
brown says grounds iraq attack,-1,"{'says', 'attack', 'brown', 'iraq', 'grounds'}",0,1,developing
china condemns looting baghdad embassy demands,-1,"{'embassy', 'baghdad', 'china', 'condemns', 'looting', 'demands'}",1,0,developed
finding banned weapons important us poll,-1,"{'us', 'weapons', 'banned', 'finding', 'important', 'poll'}",1,0,developed
franks confirms us soldiers found iraq,0,"{'found', 'us', 'franks', 'soldiers', 'iraq', 'confirms'}",1,1,developed/developing
g7 finance chiefs call un action iraq,0,"{'chiefs', 'call', 'action', 'finance', 'iraq', 'un', 'g7'}",0,1,developing
garner defends us troops civil order efforts,0,"{'defends', 'civil', 'garner', 'us', 'troops', 'order', 'efforts'}",1,0,developed
govt deciding sending troops iraq,0,"{'sending', 'deciding', 'iraq', 'troops', 'govt'}",0,1,developing
group orders top shiite muslim quit iraq,1,"{'quit', 'muslim', 'shiite', 'iraq', 'group', 'orders', 'top'}",0,1,developing
imf predicts aust housing bust,0,"{'bust', 'imf', 'predicts', 'aust', 'housing'}",1,0,developed
iraqis protest us forces baghdad,-1,"{'us', 'iraqis', 'protest', 'baghdad', 'forces'}",1,0,developed
israel lowers level alert attack iraq,-1,"{'level', 'attack', 'lowers', 'alert', 'iraq', 'israel'}",1,1,developed/developing
israel would yield settlements peace sharon,1,"{'peace', 'yield', 'settlements', 'would', 'sharon', 'israel'}",1,0,developed
kut falls us troops,0,"{'falls', 'us', 'troops', 'kut'}",1,0,developed
malta hungary vote join eu,1,"{'hungary', 'eu', 'join', 'vote', 'malta'}",1,0,developed
opp ducks iraq law order quandary,0,"{'law', 'ducks', 'quandary', 'iraq', 'opp', 'order'}",0,1,developing
organisers urge italy boycott world cup,1,"{'urge', 'cup', 'boycott', 'italy', 'world', 'organisers'}",1,0,developed
powell confident finding wmds iraq,1,"{'finding', 'powell', 'wmds', 'iraq', 'confident'}",0,1,developing
private lynch returns us,0,"{'private', 'us', 'lynch', 'returns'}",1,0,developed
raaf prepares aid flight iraq,0,"{'flight', 'aid', 'iraq', 'prepares', 'raaf'}",0,1,developing
relative calm kirkuk us moves,1,"{'relative', 'us', 'kirkuk', 'calm', 'moves'}",1,0,developed
syria rejects us accusations aiding saddam,-1,"{'us', 'syria', 'aiding', 'saddam', 'rejects', 'accusations'}",1,1,developed/developing
uk foreign secretary diplomatic shuttle,0,"{'secretary', 'shuttle', 'uk', 'diplomatic', 'foreign'}",1,0,developed
un moving back iraq,0,"{'iraq', 'moving', 'un', 'back'}",0,1,developing
us crush spain close world cup place,0,"{'cup', 'crush', 'spain', 'us', 'place', 'world', 'close'}",1,0,developed
us defends response iraqi disorder,-1,"{'defends', 'us', 'iraqi', 'response', 'disorder'}",1,0,developed
us encourages policing iraqi capital,1,"{'policing', 'us', 'capital', 'iraqi', 'encourages'}",1,0,developed
us forces enter tikrit,0,"{'forces', 'us', 'enter', 'tikrit'}",1,0,developed
us forces guard key baghdad sites red cross,0,"{'sites', 'guard', 'us', 'key', 'red', 'baghdad', 'cross', 'forces'}",1,0,developed
us marine killed suicide bombing vests found,-1,"{'found', 'us', 'bombing', 'suicide', 'killed', 'vests', 'marine'}",1,0,developed
us navy moves scale back gulf presence,0,"{'back', 'us', 'presence', 'gulf', 'navy', 'scale', 'moves'}",1,0,developed
us offers reward saddams capture,1,"{'reward', 'us', 'offers', 'saddams', 'capture'}",1,0,developed
us offers rewards bid capture iraqi leaders,1,"{'us', 'offers', 'iraqi', 'rewards', 'capture', 'leaders', 'bid'}",1,0,developed
us recovers 7 pows,0,"{'recovers', 'us', 'pows', '7'}",1,0,developed
us tanks central tikrit report,0,"{'us', 'tanks', 'report', 'central', 'tikrit'}",1,0,developed
us step sri lanka peace process,1,"{'peace', 'us', 'sri', 'lanka', 'process', 'step'}",1,0,developed
us troops head tikrit,0,"{'us', 'troops', 'head', 'tikrit'}",1,0,developed
zimbabwe tour england gets green light,0,"{'gets', 'zimbabwe', 'england', 'light', 'tour', 'green'}",0,1,developing
armed men order shiite leader leave iraq,0,"{'armed', 'men', 'leader', 'shiite', 'leave', 'iraq', 'order'}",0,1,developing
australia opens series big victory,0,"{'big', 'victory', 'australia', 'series', 'opens'}",1,0,developed
butler doubt iraq weapons,-1,"{'iraq', 'weapons', 'doubt', 'butler'}",0,1,developing
fairfax snaps nz publisher,0,"{'publisher', 'fairfax', 'snaps', 'nz'}",1,0,developed
fall tikrit marks transition us,0,"{'us', 'transition', 'fall', 'marks', 'tikrit'}",1,0,developed
families told missing us soldiers safe,0,"{'told', 'us', 'missing', 'soldiers', 'safe', 'families'}",1,0,developed
hotels lure nz tourists south island,0,"{'island', 'lure', 'tourists', 'hotels', 'nz', 'south'}",1,0,developed
identities released us pows found iraq,0,"{'found', 'released', 'us', 'pows', 'iraq', 'identities'}",1,1,developed/developing
israel backs us sentiments syria,0,"{'us', 'syria', 'backs', 'sentiments', 'israel'}",1,1,developed/developing
law order first priority iraq chalabi,0,"{'first', 'law', 'chalabi', 'iraq', 'priority', 'order'}",0,1,developing
marines backtrack iraq chemical arms report,0,"{'report', 'backtrack', 'chemical', 'iraq', 'marines', 'arms'}",0,1,developing
security fears spark anti us protest baghdad,-1,"{'anti', 'us', 'spark', 'fears', 'protest', 'baghdad', 'security'}",1,0,developed
shells suspected chemical agent found iraq,-1,"{'found', 'suspected', 'shells', 'chemical', 'iraq', 'agent'}",0,1,developing
syria must realise new reality straw,0,"{'syria', 'reality', 'straw', 'must', 'realise', 'new'}",0,1,developing
uk believes saddam key officials still iraq,0,"{'uk', 'key', 'still', 'saddam', 'officials', 'iraq', 'believes'}",1,1,developed/developing
us could use dna identify saddams remains,0,"{'us', 'remains', 'saddams', 'could', 'dna', 'identify', 'use'}",1,0,developed
us forces control tikrit presidential palace,0,"{'presidential', 'us', 'palace', 'forces', 'control', 'tikrit'}",1,0,developed
us forces test canisters chemical weapons,-1,"{'us', 'weapons', 'test', 'canisters', 'chemical', 'forces'}",1,0,developed
us saddams dna franks,0,"{'us', 'saddams', 'dna', 'franks'}",1,0,developed
us iraqis start joint patrols,0,"{'start', 'us', 'iraqis', 'patrols', 'joint'}",1,0,developed
us soldiers wounded shooting near baghdad,0,"{'us', 'soldiers', 'baghdad', 'shooting', 'near', 'wounded'}",1,0,developed
us troops detain looters,-1,"{'us', 'troops', 'looters', 'detain'}",1,0,developed
us troops encounter fierce resistance tikrit,0,"{'resistance', 'us', 'fierce', 'troops', 'encounter', 'tikrit'}",1,0,developed
us warns syria weapons iraqi leaders,-1,"{'warns', 'us', 'syria', 'weapons', 'iraqi', 'leaders'}",1,1,developed/developing
war iraq oks pre emptive strike bishop,-1,"{'bishop', 'emptive', 'war', 'pre', 'strike', 'iraq', 'oks'}",0,1,developing
83 dogs rescued northern philippines,1,"{'rescued', 'dogs', 'northern', '83', 'philippines'}",0,1,developing
aid workers standing return iraq,0,"{'return', 'workers', 'aid', 'iraq', 'standing'}",0,1,developing
alleged us spy money china contacts,0,"{'alleged', 'us', 'contacts', 'spy', 'china', 'money'}",1,0,developed
arab countries take stand us,0,"{'us', 'countries', 'stand', 'arab', 'take'}",1,0,developed
