headline_text,tokenized_sents,developed_exists,developing_exists,cat,label
powell rules attack syria,"{'rules', 'powell', 'attack', 'syria'}",0,1,developing,0
red cross renews call access iraq pows,"{'call', 'cross', 'pows', 'iraq', 'red', 'access', 'renews'}",0,1,developing,1
refugee influx exacerbates uganda cholera outbreak,"{'exacerbates', 'influx', 'refugee', 'uganda', 'outbreak', 'cholera'}",0,1,developing,0
slushy outfield delays start second sris nz test,"{'delays', 'start', 'test', 'outfield', 'second', 'sris', 'slushy', 'nz'}",1,0,developed,1
surf life saving south australia faces closure,"{'saving', 'closure', 'australia', 'faces', 'surf', 'south', 'life'}",1,0,developed,0
swiss germans post key ice hockey wins finland romp,"{'hockey', 'germans', 'post', 'finland', 'swiss', 'key', 'romp', 'wins', 'ice'}",1,0,developed,2
taliban leader vows continue anti us jihad,"{'vows', 'taliban', 'leader', 'jihad', 'us', 'continue', 'anti'}",1,0,developed,0
us envoy brief israel powell syria talks,"{'powell', 'israel', 'brief', 'talks', 'us', 'syria', 'envoy'}",1,1,developed/developing,1
us forum develop action plan spam control,"{'plan', 'forum', 'spam', 'develop', 'us', 'action', 'control'}",1,0,developed,0
us pips aust womens world cup host official,"{'aust', 'world', 'host', 'womens', 'cup', 'us', 'official', 'pips'}",1,0,developed,2
african leaders meet zimbabwe crisis,"{'african', 'crisis', 'leaders', 'meet', 'zimbabwe'}",0,1,developing,0
algeria contact kidnappers tourists,"{'algeria', 'tourists', 'kidnappers', 'contact'}",0,1,developing,1
another earthquake rocks north west china,"{'north', 'earthquake', 'another', 'china', 'rocks', 'west'}",1,0,developed,1
british men claim first place trolley skill,"{'first', 'skill', 'place', 'claim', 'british', 'men', 'trolley'}",1,0,developed,1
china reports 7 sars deaths,"{'7', 'china', 'reports', 'sars', 'deaths'}",1,0,developed,1
earthquake rattles china 1 dead,"{'earthquake', 'china', '1', 'rattles', 'dead'}",1,0,developed,0
election counting nauru enters final stage,"{'stage', 'enters', 'election', 'nauru', 'counting', 'final'}",0,1,developing,1
firman repays jordans faith gp points spain,"{'faith', 'points', 'spain', 'gp', 'jordans', 'repays', 'firman'}",1,0,developed,2
killer tornados pummel us midwest,"{'midwest', 'tornados', 'pummel', 'us', 'killer'}",1,0,developed,0
management flops behind nz americas cup disaster,"{'americas', 'cup', 'flops', 'behind', 'management', 'disaster', 'nz'}",1,0,developed,0
nauru parliament elect president,"{'president', 'elect', 'nauru', 'parliament'}",0,1,developing,1
us request take back hicks hill,"{'take', 'back', 'us', 'request', 'hill', 'hicks'}",1,0,developed,1
nz americas cup campaign crippled began,"{'americas', 'cup', 'campaign', 'began', 'crippled', 'nz'}",1,0,developed,0
riots erupt china location sars centres,"{'riots', 'centres', 'china', 'location', 'erupt', 'sars'}",1,0,developed,0
schumacher guides new ferrari win spain,"{'guides', 'new', 'ferrari', 'spain', 'win', 'schumacher'}",1,0,developed,2
soccer australia faces hurdles host womens,"{'host', 'womens', 'hurdles', 'australia', 'faces', 'soccer'}",1,0,developed,1
tropical storms kill 31 bangladesh,"{'bangladesh', 'storms', 'tropical', 'kill', '31'}",0,1,developing,0
uk checking report soldier shot iraqi boy,"{'shot', 'soldier', 'iraqi', 'boy', 'checking', 'uk', 'report'}",1,0,developed,0
us iraq administrator visits basra,"{'visits', 'basra', 'iraq', 'us', 'administrator'}",1,1,developed/developing,1
us releases 325 iraqi pows,"{'325', 'iraqi', 'releases', 'pows', 'us'}",1,0,developed,1
us soldier shot baghdad,"{'shot', 'soldier', 'baghdad', 'us'}",1,0,developed,1
al pacino voted greatest film star uk poll,"{'uk', 'greatest', 'voted', 'poll', 'pacino', 'al', 'star', 'film'}",1,0,developed,2
egypt tells palestinians lay israel,"{'israel', 'palestinians', 'lay', 'tells', 'egypt'}",1,1,developed/developing,1
firm awaits news iraq contracts,"{'firm', 'news', 'iraq', 'contracts', 'awaits'}",0,1,developing,1
hickss father accuses us military playing mind,"{'playing', 'hickss', 'accuses', 'us', 'mind', 'military', 'father'}",1,0,developed,0
india sceptical pakistan de nuclearisation offer,"{'nuclearisation', 'pakistan', 'india', 'offer', 'sceptical', 'de'}",0,1,developing,0
japan media ease protection bills,"{'japan', 'ease', 'protection', 'media', 'bills'}",1,0,developed,2
pakistan hoping us write usd 18 billion debt,"{'pakistan', 'usd', 'write', 'hoping', 'us', 'debt', '18', 'billion'}",1,1,developed/developing,1
shale oil production could meet aust needs spp,"{'meet', 'aust', 'needs', 'shale', 'spp', 'oil', 'production', 'could'}",1,0,developed,1
us confirms one billion went missing iraq,"{'one', 'confirms', 'iraq', 'missing', 'us', 'went', 'billion'}",1,1,developed/developing,0
us officials set meet fifa womens,"{'womens', 'set', 'us', 'meet', 'fifa', 'officials'}",1,0,developed,1
us preparing release guantanamo prisoners,"{'release', 'guantanamo', 'prisoners', 'us', 'preparing'}",1,0,developed,0
us soldiers injured cluster bomb,"{'bomb', 'injured', 'cluster', 'us', 'soldiers'}",1,0,developed,0
us tells abu mazen fight terrorism,"{'fight', 'mazen', 'abu', 'us', 'tells', 'terrorism'}",1,0,developed,0
waughs record win takes aust back top,"{'aust', 'back', 'top', 'waughs', 'record', 'win', 'takes'}",1,0,developed,2
aust un relations hit new low report,"{'relations', 'aust', 'new', 'hit', 'low', 'un', 'report'}",1,0,developed,0
britain ireland push ahead peace,"{'ahead', 'britain', 'peace', 'push', 'ireland'}",1,0,developed,2
british mp suspended party,"{'party', 'suspended', 'mp', 'british'}",1,0,developed,0
diplomat takes iraq rebuilding role,"{'rebuilding', 'iraq', 'takes', 'diplomat', 'role'}",0,1,developing,1
dollar breaks 64 us cent barrier,"{'cent', '64', 'barrier', 'dollar', 'us', 'breaks'}",1,0,developed,1
fiji warned work discipline ahead world,"{'world', 'work', 'discipline', 'ahead', 'fiji', 'warned'}",0,1,developing,2
france helped wanted iraqis escape us capture,"{'wanted', 'helped', 'escape', 'capture', 'france', 'us', 'iraqis'}",1,0,developed,1
henin hardenne untroubled germany,"{'henin', 'germany', 'untroubled', 'hardenne'}",1,0,developed,1
human shield offers inside story iraq,"{'iraq', 'offers', 'human', 'inside', 'shield', 'story'}",0,1,developing,1
nauru speaker quits one day,"{'one', 'quits', 'nauru', 'speaker', 'day'}",0,1,developing,0
pakistan says seizes heroin worth 500 million,"{'seizes', 'pakistan', '500', 'heroin', 'says', 'million', 'worth'}",0,1,developing,1
us singapore sign trade deal,"{'singapore', 'us', 'trade', 'deal', 'sign'}",1,0,developed,1
us keeps interest rates steady,"{'interest', 'rates', 'steady', 'us', 'keeps'}",1,0,developed,1
adi hoping secure us army contract,"{'secure', 'contract', 'hoping', 'us', 'army', 'adi'}",1,0,developed,2
australia well prepared sars professor,"{'australia', 'prepared', 'well', 'professor', 'sars'}",1,0,developed,2
beetles save benin millions,"{'save', 'benin', 'beetles', 'millions'}",0,1,developing,2
fiji vs p charged coup,"{'coup', 'p', 'charged', 'fiji', 'vs'}",0,1,developing,0
hundreds missing flooding argentina,"{'hundreds', 'missing', 'argentina', 'flooding'}",0,1,developing,0
india sees bilateral pakistan games,"{'pakistan', 'india', 'bilateral', 'sees', 'games'}",0,1,developing,1
india wants pakistan crack,"{'india', 'wants', 'crack', 'pakistan'}",0,1,developing,1
ioc seeks end iraq olympic committee,"{'ioc', 'committee', 'end', 'iraq', 'seeks', 'olympic'}",0,1,developing,1
iraqis try captured leaders us,"{'leaders', 'try', 'us', 'captured', 'iraqis'}",1,0,developed,1
israeli troops shot uk journalist neck autopsy,"{'shot', 'neck', 'journalist', 'autopsy', 'israeli', 'uk', 'troops'}",1,0,developed,1
nauru heading constitutional crisis,"{'constitutional', 'crisis', 'nauru', 'heading'}",0,1,developing,0
nauru still searching speaker president,"{'president', 'nauru', 'speaker', 'still', 'searching'}",0,1,developing,1
pakistan deport thomas without charge,"{'pakistan', 'thomas', 'charge', 'without', 'deport'}",0,1,developing,0
soccer aust chairman resigns,"{'chairman', 'soccer', 'aust', 'resigns'}",1,0,developed,1
soccer australia chairman quits,"{'chairman', 'soccer', 'australia', 'quits'}",1,0,developed,0
tornadoes claim victims us,"{'tornadoes', 'victims', 'us', 'claim'}",1,0,developed,1
us inquiry urges autonomy papua,"{'urges', 'inquiry', 'autonomy', 'papua', 'us'}",1,0,developed,1
us lifts iraq sanctions,"{'iraq', 'lifts', 'us', 'sanctions'}",1,1,developed/developing,1
us tests potential mobile weapons lab,"{'potential', 'mobile', 'us', 'weapons', 'tests', 'lab'}",1,0,developed,1
us comply wto ruling,"{'ruling', 'wto', 'us', 'comply'}",1,0,developed,2
washington wizards kick jordan,"{'kick', 'jordan', 'wizards', 'washington'}",0,1,developing,1
aust dumbing educators,"{'dumbing', 'aust', 'educators'}",1,0,developed,1
australia wins trans tasman trophy,"{'tasman', 'australia', 'trophy', 'wins', 'trans'}",1,0,developed,2
aust suspends ammunition exports png,"{'ammunition', 'aust', 'suspends', 'png', 'exports'}",1,0,developed,1
former wa governor dies britain,"{'dies', 'britain', 'former', 'governor', 'wa'}",1,0,developed,1
germany host cycling championships,"{'championships', 'germany', 'host', 'cycling'}",1,0,developed,1
india conducts first air air missile test,"{'first', 'india', 'air', 'missile', 'test', 'conducts'}",0,1,developing,1
india rejects suggestion give nuclear weapons,"{'give', 'india', 'nuclear', 'rejects', 'suggestion', 'weapons'}",0,1,developing,0
judicial system cranks iraq,"{'iraq', 'judicial', 'cranks', 'system'}",0,1,developing,1
russia considers severing china links sars,"{'links', 'china', 'russia', 'severing', 'sars', 'considers'}",1,0,developed,1
soccer australia crisis deepens,"{'crisis', 'soccer', 'australia', 'deepens'}",1,0,developed,0
sorenstam shares lead japan,"{'lead', 'shares', 'japan', 'sorenstam'}",1,0,developed,1
stabilisation force iraq discussion,"{'stabilisation', 'force', 'discussion', 'iraq'}",0,1,developing,1
tour italy seeks positive attention,"{'attention', 'tour', 'positive', 'seeks', 'italy'}",1,0,developed,2
us calls france russia drop opposition,"{'opposition', 'drop', 'russia', 'france', 'us', 'calls'}",1,0,developed,0
us climber tells,"{'climber', 'us', 'tells'}",1,0,developed,1
us senate approves new nato members,"{'new', 'us', 'nato', 'members', 'senate', 'approves'}",1,0,developed,1
us steps pressure iran,"{'pressure', 'steps', 'iran', 'us'}",1,1,developed/developing,1
us ask un approval control iraqs oil,"{'approval', 'iraqs', 'ask', 'us', 'un', 'control', 'oil'}",1,0,developed,1
us challenge eus policy gm foods,"{'gm', 'policy', 'eus', 'foods', 'us', 'challenge'}",1,0,developed,0
wife siblings israel bomb fugitive remanded,"{'bomb', 'israel', 'remanded', 'fugitive', 'siblings', 'wife'}",1,0,developed,0
10 people wounded bomb explosion pakistan,"{'bomb', 'people', 'pakistan', 'wounded', 'explosion', '10'}",0,1,developing,0
21 killed 300 injured bangladesh storms,"{'bangladesh', 'killed', 'storms', 'injured', '21', '300'}",0,1,developing,0
least two wounded us university shooting,"{'university', 'two', 'wounded', 'us', 'shooting', 'least'}",1,0,developed,0
china urges talks north korea crisis,"{'north', 'korea', 'urges', 'talks', 'china', 'crisis'}",1,0,developed,0
johnson runs second japan,"{'second', 'johnson', 'japan', 'runs'}",1,0,developed,1
larkham doubt ireland test,"{'doubt', 'test', 'ireland', 'larkham'}",1,0,developed,0
larkham may miss ireland test,"{'miss', 'test', 'larkham', 'may', 'ireland'}",1,0,developed,1
nz skipper barker backs portugals cup bid,"{'portugals', 'bid', 'cup', 'backs', 'barker', 'skipper', 'nz'}",1,0,developed,1
thirteen dead bomb blast southern philippines,"{'bomb', 'thirteen', 'southern', 'dead', 'philippines', 'blast'}",0,1,developing,0
three killed us helicopter crash iraq,"{'killed', 'iraq', 'three', 'us', 'helicopter', 'crash'}",1,1,developed/developing,0
un urged lift sanctions iraq,"{'urged', 'sanctions', 'iraq', 'un', 'lift'}",0,1,developing,1
us committed afghanistan armitage,"{'committed', 'us', 'armitage', 'afghanistan'}",1,1,developed/developing,1
us reporter killed iraq car crash,"{'car', 'killed', 'iraq', 'us', 'crash', 'reporter'}",1,1,developed/developing,0
us upbeat iraqi sanction talks,"{'upbeat', 'iraqi', 'talks', 'sanction', 'us'}",1,0,developed,2
yemeni gets death killing three us missionaries,"{'yemeni', 'missionaries', 'gets', 'killing', 'three', 'us', 'death'}",1,0,developed,0
akhtar fires pakistan victory sri lanka,"{'pakistan', 'sri', 'akhtar', 'lanka', 'fires', 'victory'}",0,1,developing,2
australia back control,"{'back', 'control', 'australia'}",1,0,developed,1
australia back control test,"{'back', 'control', 'australia', 'test'}",1,0,developed,1
britain pulls spy ira amid exposure fears,"{'pulls', 'spy', 'ira', 'britain', 'amid', 'fears', 'exposure'}",1,0,developed,0
british barristers cling onto wig tradition,"{'cling', 'onto', 'tradition', 'wig', 'british', 'barristers'}",1,0,developed,1
costello says austs role iraq war cost,"{'cost', 'says', 'iraq', 'role', 'war', 'costello', 'austs'}",0,1,developing,0
egypt recover ancient treasures us,"{'ancient', 'egypt', 'us', 'recover', 'treasures'}",1,1,developed/developing,1
india conducts second test air air missile,"{'india', 'air', 'missile', 'test', 'second', 'conducts'}",0,1,developing,1
indonesia names aceh rebel leaders bomb suspects,"{'bomb', 'indonesia', 'suspects', 'leaders', 'names', 'aceh', 'rebel'}",0,1,developing,0
japan edges young australians,"{'young', 'australians', 'japan', 'edges'}",1,0,developed,1
openers steer australia back track,"{'track', 'back', 'australia', 'openers', 'steer'}",1,0,developed,1
openers steer australia strong position,"{'australia', 'strong', 'openers', 'steer', 'position'}",1,0,developed,2
pakistan skittled 116 new zealand,"{'pakistan', 'zealand', 'new', '116', 'skittled'}",0,1,developing,1
portuguese revenge match us called,"{'revenge', 'called', 'us', 'match', 'portuguese'}",1,0,developed,0
sars cases worsen asia ease canada,"{'ease', 'worsen', 'canada', 'sars', 'asia', 'cases'}",1,0,developed,1
shiite leader returns un tackles iraq sanctions,"{'leader', 'sanctions', 'shiite', 'returns', 'iraq', 'un', 'tackles'}",0,1,developing,1
three investigation sars across australia,"{'across', 'investigation', 'australia', 'three', 'sars'}",1,0,developed,1
twelve killed fire northern india,"{'killed', 'fire', 'twelve', 'india', 'northern'}",0,1,developing,0
two monitored sars australia,"{'monitored', 'two', 'australia', 'sars'}",1,0,developed,1
us congress committee approves nuclear bill,"{'bill', 'committee', 'congress', 'nuclear', 'us', 'approves'}",1,0,developed,1
us experts tackle sars,"{'tackle', 'sars', 'us', 'experts'}",1,0,developed,1
us iran hold direct talks geneva us official,"{'talks', 'iran', 'direct', 'hold', 'geneva', 'us', 'official'}",1,1,developed/developing,1
aid agency calls law order iraq,"{'aid', 'agency', 'order', 'iraq', 'calls', 'law'}",0,1,developing,1
australia bowled second innings,"{'second', 'australia', 'innings', 'bowled'}",1,0,developed,1
australian fruit vege back singapore market,"{'australian', 'vege', 'back', 'singapore', 'fruit', 'market'}",1,0,developed,1
british spy ira flees papers blow cover,"{'papers', 'blow', 'cover', 'spy', 'ira', 'flees', 'british'}",1,0,developed,1
canada strikes gold ice hockey champs,"{'hockey', 'champs', 'gold', 'strikes', 'canada', 'ice'}",1,0,developed,2
criticism prompts shake us leadership iraq,"{'leadership', 'shake', 'criticism', 'iraq', 'us', 'prompts'}",1,1,developed/developing,0
gronholm steals win argentina,"{'argentina', 'gronholm', 'steals', 'win'}",0,1,developing,2
iran bans dozens websites political,"{'websites', 'bans', 'iran', 'political', 'dozens'}",0,1,developing,0
israel announces palestinian goodwill gesture,"{'announces', 'gesture', 'palestinian', 'israel', 'goodwill'}",1,0,developed,2
israel ease life palestinians powell,"{'powell', 'ease', 'israel', 'palestinians', 'life'}",1,0,developed,1
manhunt underway boy set alight japan,"{'japan', 'alight', 'boy', 'manhunt', 'set', 'underway'}",1,0,developed,1
oil vessel sinks coast india,"{'india', 'vessel', 'oil', 'coast', 'sinks'}",0,1,developing,1
philippines police arrest 13 bombing,"{'13', 'bombing', 'arrest', 'philippines', 'police'}",0,1,developing,0
rosie jones breaks us drought,"{'rosie', 'drought', 'us', 'jones', 'breaks'}",1,0,developed,0
rossi reigns spain bayliss third,"{'third', 'rossi', 'spain', 'bayliss', 'reigns'}",1,0,developed,1
smec worker helping rebuild iraq,"{'worker', 'iraq', 'rebuild', 'smec', 'helping'}",0,1,developing,2
thousands still quarantined china sars,"{'quarantined', 'sars', 'china', 'thousands', 'still'}",1,0,developed,1
top uk minister resigns iraq conflict,"{'resigns', 'conflict', 'top', 'minister', 'iraq', 'uk'}",1,1,developed/developing,0
treason trial resumes zimbabwe,"{'resumes', 'treason', 'trial', 'zimbabwe'}",0,1,developing,0
troops head iraq peacekeeping,"{'iraq', 'peacekeeping', 'head', 'troops'}",0,1,developing,1
two probable sars cases reported australia,"{'australia', 'probable', 'two', 'reported', 'sars', 'cases'}",1,0,developed,1
us looks egypt peace plan support,"{'plan', 'support', 'looks', 'peace', 'us', 'egypt'}",1,1,developed/developing,2
us reorganises iraqi operations face,"{'reorganises', 'operations', 'iraqi', 'us', 'face'}",1,0,developed,1
us winding wmd hunt report,"{'wmd', 'us', 'winding', 'report', 'hunt'}",1,0,developed,1
zimbabwe opposition leaders treason trial resume,"{'trial', 'opposition', 'resume', 'leaders', 'treason', 'zimbabwe'}",0,1,developing,0
australia hoping quick wickets,"{'wickets', 'australia', 'hoping', 'quick'}",1,0,developed,2
austria farewells formula one,"{'austria', 'one', 'farewells', 'formula'}",1,0,developed,1
germany track world cup 2006,"{'track', 'world', 'cup', 'germany', '2006'}",1,0,developed,1
india names ambassador pakistan,"{'india', 'pakistan', 'names', 'ambassador'}",0,1,developing,1
murali leaves nz spin,"{'murali', 'spin', 'leaves', 'nz'}",1,0,developed,1
qantas air nz make new bid win alliance approval,"{'approval', 'bid', 'new', 'air', 'make', 'win', 'alliance', 'qantas', 'nz'}",1,0,developed,2
stakeknife denies british mole,"{'mole', 'stakeknife', 'british', 'denies'}",1,0,developed,0
strike action france close schools,"{'schools', 'strike', 'close', 'france', 'action'}",1,0,developed,0
us captures iraqs dr germ,"{'iraqs', 'captures', 'germ', 'us', 'dr'}",1,0,developed,1
us hints al qaeda involvement saudi bombings,"{'qaeda', 'hints', 'saudi', 'al', 'involvement', 'us', 'bombings'}",1,0,developed,1
17 missing tourists found alive algeria,"{'found', '17', 'algeria', 'tourists', 'alive', 'missing'}",0,1,developing,0
aceh rebel surrenders indonesia,"{'surrenders', 'indonesia', 'aceh', 'rebel'}",0,1,developing,1
alonso face difficult race austria renault,"{'alonso', 'austria', 'race', 'face', 'difficult', 'renault'}",1,0,developed,1
australia top icc test championship,"{'icc', 'australia', 'top', 'championship', 'test'}",1,0,developed,2
british entrepreneur opens inflatable church,"{'inflatable', 'church', 'british', 'entrepreneur', 'opens'}",1,0,developed,1
bulldozers unearth mass graves iraq,"{'unearth', 'iraq', 'mass', 'bulldozers', 'graves'}",0,1,developing,0
china mine death toll 63,"{'toll', 'mine', '63', 'china', 'death'}",1,0,developed,0
iran condemns saudi bomb attacks,"{'bomb', 'saudi', 'iran', 'attacks', 'condemns'}",0,1,developing,0
ireland friendly vital cup preparations farina,"{'cup', 'friendly', 'vital', 'farina', 'preparations', 'ireland'}",1,0,developed,2
menem quits argentina presidential race reports,"{'menem', 'argentina', 'reports', 'quits', 'presidential', 'race'}",0,1,developing,1
peace monitors leave indonesia aceh war looms,"{'leave', 'looms', 'indonesia', 'peace', 'war', 'aceh', 'monitors'}",0,1,developing,0
pm claims iraq campaign astonishingly speedy,"{'pm', 'claims', 'astonishingly', 'campaign', 'iraq', 'speedy'}",0,1,developing,1
saviour sandals spark controversy denmark,"{'spark', 'sandals', 'saviour', 'denmark', 'controversy'}",1,0,developed,0
korean president hold talks us,"{'talks', 'president', 'hold', 'us', 'korean'}",1,0,developed,1
socceroos confirm ireland clash,"{'socceroos', 'clash', 'confirm', 'ireland'}",1,0,developed,2
us captures another senior iraqi figure report,"{'iraqi', 'another', 'senior', 'figure', 'captures', 'us', 'report'}",1,0,developed,1
us leads fight gm ban wto,"{'gm', 'leads', 'fight', 'ban', 'wto', 'us'}",1,0,developed,0
village roadshow sheds british cinema chain,"{'chain', 'roadshow', 'village', 'british', 'cinema', 'sheds'}",1,0,developed,1
cautious china claims sars control,"{'claims', 'cautious', 'china', 'control', 'sars'}",1,0,developed,1
australia choose hard court davis cup,"{'court', 'australia', 'cup', 'hard', 'choose', 'davis'}",1,0,developed,1
australia chooses hard court davis cup,"{'court', 'australia', 'cup', 'chooses', 'hard', 'davis'}",1,0,developed,1
britain make june euro announcement,"{'june', 'announcement', 'britain', 'make', 'euro'}",1,0,developed,1
china mine death toll rises 82,"{'toll', 'mine', 'china', 'rises', '82', 'death'}",1,0,developed,0
china threatens executions sars violations,"{'executions', 'china', 'threatens', 'sars', 'violations'}",1,0,developed,0
ferrari make amends austria,"{'make', 'amends', 'ferrari', 'austria'}",1,0,developed,2
flintoff doubt zimbabwe tests,"{'doubt', 'flintoff', 'tests', 'zimbabwe'}",0,1,developing,0
nauru report response condemned author,"{'nauru', 'condemned', 'response', 'report', 'author'}",0,1,developing,0
new anti corruption body toughest aust,"{'aust', 'toughest', 'new', 'corruption', 'body', 'anti'}",1,0,developed,2
nz unveils 4b budget surplus,"{'budget', 'unveils', 'surplus', '4b', 'nz'}",1,0,developed,1
terror plot foiled lebanon army,"{'foiled', 'lebanon', 'terror', 'plot', 'army'}",0,1,developing,0
thorny field faces woods germany,"{'woods', 'field', 'faces', 'thorny', 'germany'}",1,0,developed,1
us pushes un vote iraq,"{'pushes', 'iraq', 'vote', 'us', 'un'}",1,1,developed/developing,1
76ers coach makes pitch jordan,"{'jordan', 'makes', 'coach', '76ers', 'pitch'}",0,1,developing,1
avoid indonesia govt reminds travellers,"{'indonesia', 'travellers', 'govt', 'avoid', 'reminds'}",0,1,developing,1
china suspends adoption programs sars fears,"{'suspends', 'programs', 'china', 'adoption', 'fears', 'sars'}",1,0,developed,0
controversial hitler drama make us tv debut,"{'controversial', 'drama', 'make', 'hitler', 'us', 'debut', 'tv'}",1,0,developed,0
economic data grim news germany us,"{'news', 'economic', 'germany', 'us', 'grim', 'data'}",1,0,developed,1
formula one better china austria lauda,"{'austria', 'one', 'better', 'china', 'formula', 'lauda'}",1,0,developed,2
france alleges us smear campaign media,"{'alleges', 'campaign', 'media', 'france', 'us', 'smear'}",1,0,developed,1
hodgson leads dominant ducati home italy,"{'leads', 'home', 'dominant', 'ducati', 'hodgson', 'italy'}",1,0,developed,1
indonesia swoops rebels bound peace talks,"{'indonesia', 'swoops', 'talks', 'peace', 'bound', 'rebels'}",0,1,developing,2
indonesia talks peace prepares war aceh,"{'indonesia', 'talks', 'peace', 'war', 'prepares', 'aceh'}",0,1,developing,2
iraqi situation desperate us,"{'situation', 'iraqi', 'desperate', 'us'}",1,0,developed,0
ireland asks athletes stay away,"{'away', 'stay', 'asks', 'athletes', 'ireland'}",1,0,developed,1
jordan signs hungarian test driver baumgartner,"{'baumgartner', 'jordan', 'test', 'driver', 'signs', 'hungarian'}",0,1,developing,1
nauru depression surprising ruddock,"{'surprising', 'nauru', 'ruddock', 'depression'}",0,1,developing,0
tassie ore company well china despite sars,"{'company', 'china', 'despite', 'well', 'tassie', 'ore', 'sars'}",1,0,developed,2
thailand scornful travel warning,"{'scornful', 'warning', 'travel', 'thailand'}",0,1,developing,0
us japan set world cup tune,"{'world', 'japan', 'tune', 'cup', 'set', 'us'}",1,0,developed,1
us gives ground iraq sanctions draft,"{'sanctions', 'ground', 'gives', 'iraq', 'us', 'draft'}",1,1,developed/developing,1
us hands umm qasr back iraqis,"{'qasr', 'back', 'hands', 'us', 'umm', 'iraqis'}",1,0,developed,1
us report raises threat deflation,"{'threat', 'raises', 'deflation', 'us', 'report'}",1,0,developed,0
28 germans die bus crash france,"{'28', 'germans', 'die', 'bus', 'france', 'crash'}",1,0,developed,0
blues set nz final,"{'set', 'nz', 'final', 'blues'}",1,0,developed,1
brumbies downed blues set nz final,"{'downed', 'set', 'brumbies', 'blues', 'final', 'nz'}",1,0,developed,1
england name three uncapped players zimbabwe,"{'players', 'uncapped', 'three', 'name', 'england', 'zimbabwe'}",0,1,developing,1
germany undecided iraq draft resolution,"{'iraq', 'resolution', 'germany', 'undecided', 'draft'}",1,1,developed/developing,1
germany us move make iraq war,"{'move', 'iraq', 'make', 'germany', 'war', 'us'}",1,1,developed/developing,0
hostages algeria ransomed rescued report,"{'ransomed', 'hostages', 'algeria', 'rescued', 'report'}",0,1,developing,2
japan expects aceh peace talks go ahead,"{'japan', 'go', 'ahead', 'talks', 'peace', 'aceh', 'expects'}",1,0,developed,2
kenya warns terror threat british,"{'warns', 'kenya', 'threat', 'terror', 'british'}",1,1,developed/developing,0
palestinian minister quits talks israel,"{'israel', 'palestinian', 'talks', 'quits', 'minister'}",1,0,developed,1
phelps claims third crown us swim meet,"{'claims', 'phelps', 'third', 'crown', 'us', 'meet', 'swim'}",1,0,developed,1
spain files law suit prestige disaster,"{'files', 'prestige', 'spain', 'suit', 'disaster', 'law'}",1,0,developed,0
taiwanese traveller japan tests positive,"{'japan', 'positive', 'tests', 'taiwanese', 'traveller'}",1,0,developed,1
us forces capture baath party chairman,"{'chairman', 'capture', 'us', 'baath', 'forces', 'party'}",1,0,developed,1
us journalist ordered leave zimbabwe,"{'leave', 'journalist', 'ordered', 'us', 'zimbabwe'}",1,1,developed/developing,1
us offers cash iraqis identify baath,"{'identify', 'offers', 'cash', 'us', 'baath', 'iraqis'}",1,0,developed,2
us plans interview 90 percent visa,"{'visa', 'interview', '90', 'us', 'plans', 'percent'}",1,0,developed,1
considers taking singapore sars list,"{'taking', 'list', 'singapore', 'sars', 'considers'}",1,0,developed,1
wife brother accused british suicide bomber,"{'bomber', 'brother', 'british', 'suicide', 'accused', 'wife'}",1,0,developed,0
al qaeda threatens stunning blows us israel,"{'qaeda', 'stunning', 'israel', 'al', 'threatens', 'us', 'blows'}",1,0,developed,0
australia considering missile defence system hill,"{'system', 'considering', 'australia', 'missile', 'hill', 'defence'}",1,0,developed,1
britain condemns horrific morocco bomb blasts,"{'morocco', 'bomb', 'britain', 'blasts', 'horrific', 'condemns'}",1,1,developed/developing,0
childrens health deteriorating iraq unicef,"{'childrens', 'deteriorating', 'iraq', 'unicef', 'health'}",0,1,developing,0
china records two new sars deaths,"{'two', 'new', 'china', 'records', 'sars', 'deaths'}",1,0,developed,1
death toll rises morocco suicide blasts,"{'morocco', 'toll', 'blasts', 'rises', 'suicide', 'death'}",0,1,developing,0
deluge kills 24 china,"{'deluge', '24', 'kills', 'china'}",1,0,developed,0
germany foils alleged chemical smuggling plan press,"{'plan', 'alleged', 'smuggling', 'press', 'germany', 'chemical', 'foils'}",1,0,developed,0
greens call beattie ban us warships,"{'call', 'beattie', 'ban', 'us', 'warships', 'greens'}",1,0,developed,0
harrington maintains lead germany,"{'lead', 'harrington', 'germany', 'maintains'}",1,0,developed,1
indonesia gives aceh rebels one day deadline,"{'indonesia', 'one', 'deadline', 'gives', 'aceh', 'rebels', 'day'}",0,1,developing,1
ioc investigate us drugs cover allegations,"{'allegations', 'cover', 'ioc', 'investigate', 'us', 'drugs'}",1,0,developed,0
iraqis lodge war crimes lawsuit us,"{'lodge', 'crimes', 'war', 'us', 'lawsuit', 'iraqis'}",1,0,developed,0
israel accuses arafat latest suicide attacks,"{'israel', 'accuses', 'suicide', 'latest', 'arafat', 'attacks'}",1,0,developed,0
kiribati set join olympic movement,"{'join', 'kiribati', 'set', 'movement', 'olympic'}",0,1,developing,2
latif limelight pakistan contain sri lanka,"{'limelight', 'pakistan', 'sri', 'latif', 'lanka', 'contain'}",0,1,developing,1
mid east talks resume sharon us trip,"{'resume', 'trip', 'talks', 'us', 'east', 'sharon', 'mid'}",1,0,developed,1
